optimizer_name,function_id,dimension,target_value,ert,success_rate
RANDOMSEARCH-4-1e7D Brockhoff (2017),8,10,1e-07,134300000000,0.000000
RANDOMSEARCH-4-1e7D Brockhoff (2017),8,20,1e-07,896800000000,0.000000
RANDOMSEARCH-4-1e7D Brockhoff (2017),15,2,1e-07,28240000000,0.000000
RANDOMSEARCH-4-1e7D Brockhoff (2017),15,5,1e-07,1.06795e+12,0.000000
RANDOMSEARCH-4-1e7D Brockhoff (2017),15,10,1e-07,7.9834e+12,0.000000
RANDOMSEARCH-4-1e7D Brockhoff (2017),15,20,1e-07,9.2e+13,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),1,2,1e-07,120000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),1,5,1e-07,600000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),1,10,1e-07,2300000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),1,20,1e-07,8600000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),2,2,1e-07,580000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),2,5,1e-07,4700000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),2,10,1e-07,19500000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),2,20,1e-07,78600000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),3,2,1e-07,9280000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),3,5,1e-07,82700000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),3,10,1e-07,365100000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),3,20,1e-07,1.5302e+12,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),8,2,1e-07,2240000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),8,5,1e-07,21100000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),8,10,1e-07,134300000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),8,20,1e-07,896800000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),15,2,1e-07,28240000000,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),15,5,1e-07,1.06795e+12,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),15,10,1e-07,7.9834e+12,0.000000
RANDOMSEARCH-4p5-1e7D Brockhoff (2017),15,20,1e-07,9.2e+13,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),1,2,1e-07,136995451,0.066667
RANDOMSEARCH-5-1e7D Brockhoff (2017),1,5,1e-07,600000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),1,10,1e-07,2300000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),1,20,1e-07,8600000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),2,2,1e-07,580000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),2,5,1e-07,4700000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),2,10,1e-07,19500000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),2,20,1e-07,78600000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),3,2,1e-07,9280000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),3,5,1e-07,82700000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),3,10,1e-07,365100000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),3,20,1e-07,1.5302e+12,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),8,2,1e-07,2240000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),8,5,1e-07,21100000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),8,10,1e-07,134300000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),8,20,1e-07,896800000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),15,2,1e-07,28240000000,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),15,5,1e-07,1.06795e+12,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),15,10,1e-07,7.9834e+12,0.000000
RANDOMSEARCH-5-1e7D Brockhoff (2017),15,20,1e-07,9.2e+13,0.000000
RCGA tran (2010),1,2,1e-07,4552.000002,1.000000
RCGA tran (2010),1,5,1e-07,21243.266664,1.000000
RCGA tran (2010),1,10,1e-07,86502.266668,1.000000
RCGA tran (2010),1,20,1e-07,274337.400005,1.000000
RCGA tran (2010),2,2,1e-07,15537.06668,1.000000
RCGA tran (2010),2,5,1e-07,100680.916708,0.466667
RCGA tran (2010),2,10,1e-07,289050.181875,0.533333
RCGA tran (2010),2,20,1e-07,393000000,0.000000
RCGA tran (2010),3,2,1e-07,38494.428784,0.933333
RCGA tran (2010),3,5,1e-07,199069.917294,0.800000
RCGA tran (2010),3,10,1e-07,1237414.79895,0.333333
RCGA tran (2010),3,20,1e-07,7651000000,0.000000
RCGA tran (2010),8,2,1e-07,1434732.00002,0.066667
RCGA tran (2010),8,5,1e-07,105500000,0.000000
RCGA tran (2010),8,10,1e-07,671500000,0.000000
RCGA tran (2010),8,20,1e-07,4484000000,0.000000
RCGA tran (2010),15,2,1e-07,161111.857384,0.200000
RCGA tran (2010),15,5,1e-07,436328.422803,0.266667
RCGA tran (2010),15,10,1e-07,7260791.96941,0.066667
RCGA tran (2010),15,20,1e-07,460000000000,0.000000
Rosenbrock posik (2009),1,2,1e-07,65.066664,1.000000
Rosenbrock posik (2009),1,5,1e-07,181.400004,1.000000
Rosenbrock posik (2009),1,10,1e-07,364.000001,1.000000
Rosenbrock posik (2009),1,20,1e-07,750.933338,1.000000
Rosenbrock posik (2009),2,2,1e-07,226.333342,1.000000
Rosenbrock posik (2009),2,5,1e-07,22738.4167,0.800000
Rosenbrock posik (2009),2,10,1e-07,126794.87496,0.400000
Rosenbrock posik (2009),2,20,1e-07,28743.571587,0.933333
Rosenbrock posik (2009),3,2,1e-07,11666.800224,0.666667
Rosenbrock posik (2009),3,5,1e-07,75984760,0.000000
Rosenbrock posik (2009),3,10,1e-07,295584960,0.000000
Rosenbrock posik (2009),3,20,1e-07,1067008460,0.000000
Rosenbrock posik (2009),8,2,1e-07,280.800016,1.000000
Rosenbrock posik (2009),8,5,1e-07,15305.071524,0.866667
Rosenbrock posik (2009),8,10,1e-07,1457608.99981,0.066667
Rosenbrock posik (2009),8,20,1e-07,2987902.00167,0.000000
Rosenbrock posik (2009),15,2,1e-07,9893.54512,0.733333
Rosenbrock posik (2009),15,5,1e-07,1067971359,0.000000
Rosenbrock posik (2009),15,10,1e-07,7983799170,0.000000
Rosenbrock posik (2009),15,20,1e-07,92002300000,0.000000
RS-0p5 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-0p5 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-0p5 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-0p5 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-0p5 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-0p5 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-0p5 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-0p5 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-0p5 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-0p5 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-0p5 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-0p5 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-0p5 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-0p5 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-0p5 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-0p5 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-0p5 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-0p5 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-0p5 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-0p5 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-0p5-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-0p5-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-0p5-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-0p5-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-0p5-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-0p5-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-0p5-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-0p5-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-0p5-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-0p5-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-0p5-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-0p5-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-0p5-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-0p5-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-0p5-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-0p5-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-0p5-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-0p5-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-0p5-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-0p5-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-1 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-1 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-1 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-1 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-1 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-1 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-1 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-1 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-1 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-1 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-1 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-1 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-1 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-1 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-1 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-1 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-1 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-1 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-1 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-1 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-1-initIn0 Brockhoff (2019),1,2,1e-07,28199105,0.000000
RS-1-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-1-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-1-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-1-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-1-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-1-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-1-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-1-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-1-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-1-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-1-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-1-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-1-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-1-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-1-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-1-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-1-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-1-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-1-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-10 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-10 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-10 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-10 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-10 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-10 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-10 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-10 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-10 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-10 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-10 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-10 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-10 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-10 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-10 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-10 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-10 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-10 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-10 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-10 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-10-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-10-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-10-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-10-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-10-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-10-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-10-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-10-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-10-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-10-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-10-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-10-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-10-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-10-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-10-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-10-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-10-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-10-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-10-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-10-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-2 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-2 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-2 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-2 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-2 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-2 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-2 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-2 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-2 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-2 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-2 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-2 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-2 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-2 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-2 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-2 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-2 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-2 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-2 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-2 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-2-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-2-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-2-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-2-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-2-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-2-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-2-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-2-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-2-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-2-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-2-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-2-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-2-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-2-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-2-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-2-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-2-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-2-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-2-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-2-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-20 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-20 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-20 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-20 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-20 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-20 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-20 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-20 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-20 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-20 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-20 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-20 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-20 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-20 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-20 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-20 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-20 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-20 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-20 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-20 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-20-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-20-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-20-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-20-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-20-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-20-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-20-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-20-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-20-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-20-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-20-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-20-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-20-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-20-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-20-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-20-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-20-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-20-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-20-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-20-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-3 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-3 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-3 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-3 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-3 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-3 Brockhoff (2019),2,5,1e-07,470000000,0.000000
RS-3 Brockhoff (2019),2,10,1e-07,1950000000,0.000000
RS-3 Brockhoff (2019),2,20,1e-07,7860000000,0.000000
RS-3 Brockhoff (2019),3,2,1e-07,928000000,0.000000
RS-3 Brockhoff (2019),3,5,1e-07,8270000000,0.000000
RS-3 Brockhoff (2019),3,10,1e-07,36510000000,0.000000
RS-3 Brockhoff (2019),3,20,1e-07,153020000000,0.000000
RS-3 Brockhoff (2019),8,2,1e-07,224000000,0.000000
RS-3 Brockhoff (2019),8,5,1e-07,2110000000,0.000000
RS-3 Brockhoff (2019),8,10,1e-07,13430000000,0.000000
RS-3 Brockhoff (2019),8,20,1e-07,89680000000,0.000000
RS-3 Brockhoff (2019),15,2,1e-07,2824000000,0.000000
RS-3 Brockhoff (2019),15,5,1e-07,106795000000,0.000000
RS-3 Brockhoff (2019),15,10,1e-07,798340000000,0.000000
RS-3 Brockhoff (2019),15,20,1e-07,9.2e+12,0.000000
RS-3-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-3-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-3-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-3-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-3-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-3-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-3-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-3-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-3-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-3-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-3-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-3-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-3-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-3-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-3-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-3-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-3-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-3-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-3-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-3-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-4-initIn0 Brockhoff (2019),1,2,1e-07,28166363,0.000000
RS-4-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-4-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-4-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-4-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-4-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-4-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-4-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-4-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-4-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-4-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-4-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-4-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-4-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-4-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-4-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-4-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-4-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-4-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-4-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-5-initIn0 Brockhoff (2019),1,2,1e-07,12000006,0.000000
RS-5-initIn0 Brockhoff (2019),1,5,1e-07,60000012,0.000000
RS-5-initIn0 Brockhoff (2019),1,10,1e-07,230000023,0.000000
RS-5-initIn0 Brockhoff (2019),1,20,1e-07,860000043,0.000000
RS-5-initIn0 Brockhoff (2019),2,2,1e-07,58000029,0.000000
RS-5-initIn0 Brockhoff (2019),2,5,1e-07,470000094,0.000000
RS-5-initIn0 Brockhoff (2019),2,10,1e-07,1950000195,0.000000
RS-5-initIn0 Brockhoff (2019),2,20,1e-07,7860000393,0.000000
RS-5-initIn0 Brockhoff (2019),3,2,1e-07,928000464,0.000000
RS-5-initIn0 Brockhoff (2019),3,5,1e-07,8270001654,0.000000
RS-5-initIn0 Brockhoff (2019),3,10,1e-07,36510003651,0.000000
RS-5-initIn0 Brockhoff (2019),3,20,1e-07,153020007651,0.000000
RS-5-initIn0 Brockhoff (2019),8,2,1e-07,224000112,0.000000
RS-5-initIn0 Brockhoff (2019),8,5,1e-07,2110000422,0.000000
RS-5-initIn0 Brockhoff (2019),8,10,1e-07,13430001343,0.000000
RS-5-initIn0 Brockhoff (2019),8,20,1e-07,89680004484,0.000000
RS-5-initIn0 Brockhoff (2019),15,2,1e-07,2824001412,0.000000
RS-5-initIn0 Brockhoff (2019),15,5,1e-07,106795021359,0.000000
RS-5-initIn0 Brockhoff (2019),15,10,1e-07,798340079834,0.000000
RS-5-initIn0 Brockhoff (2019),15,20,1e-07,9.20000046e+12,0.000000
RS-6 Brockhoff (2019),1,2,1e-07,12000000,0.000000
RS-6 Brockhoff (2019),1,5,1e-07,60000000,0.000000
RS-6 Brockhoff (2019),1,10,1e-07,230000000,0.000000
RS-6 Brockhoff (2019),1,20,1e-07,860000000,0.000000
RS-6 Brockhoff (2019),2,2,1e-07,58000000,0.000000
RS-6 Brockhoff (2019),2,5,1e-07,470000000,0.000000
